sample_idx,pos,gt_token,pred_token,tf_loss,free_loss,audio_only,is_eos,gt_eos_pos,pred_eos_pos
1,19, to, slow,0.015259,11.875,False,False,59,52
1,20, be, moving,11.125,19.625,False,False,59,52
1,21, an, Z,6.65625,13.25,False,False,59,52
1,22, intricate,ephy,7.125,14.375,False,False,59,52
1,23, head,rs,12.375,28.5,False,False,59,52
1,24,long, had,17.625,21.375,False,False,59,52
1,25, bro, put,14.875,11.3125,False,False,59,52
1,26,ok, about,0.227539,22.75,False,False,59,52
1,27, in, my,12.375,11.875,False,False,59,52
1,28, its, mind,5.84375,21.625,False,False,59,52
1,29, earlier, a,17.25,19.75,False,False,59,52
1,30, course, many,8.0,17.875,False,False,59,52
1,31, through, varied,8.5,15.5,False,False,59,52
1,32, those, chain,13.375,18.125,False,False,59,52
1,33, woods, of,4.375,26.125,False,False,59,52
1,34, with, things,12.625,14.375,False,False,59,52
1,35, dark, discharged,22.375,14.75,False,False,59,52
1,36, secrets, into,16.75,18.25,False,False,59,52
1,37, of, my,6.59375,13.5,False,False,59,52
1,38, pool, soul,24.25,17.0,False,False,59,52
1,39, and, at,0.016479,11.75,False,False,59,52
1,40, cascade, once,9.5625,19.625,False,False,59,52
1,41, but, i,11.875,7.84375,False,False,59,52
1,42, by, knew,8.6875,28.0,False,False,59,52
1,43, the, some,0.011353,9.625,False,False,59,52
1,44, time, fear,4.625,10.5,False,False,59,52
1,45, it, and,2.3125,16.0,False,False,59,52
1,46, reached, some,0.832031,19.875,False,False,59,52
1,47, ly, truth,20.25,14.9375,False,False,59,52
1,48,nde, in,3.921875,28.875,False,False,59,52
1,49,'s, that,1.492188,22.0,False,False,59,52
1,50, hollow, transformed,12.6875,8.125,False,False,59,52
1,51, it, spirit,0.5625,16.875,False,False,59,52
1,52, was,<|im_end|>,0.001068,16.875,False,False,59,52
1,53, a,"
",9.3125,27.375,False,False,59,52
1,54, quiet,<|im_start|>,10.25,19.875,False,False,59,52
1,55, well,<|im_end|>,13.4375,19.75,False,False,59,52
1,56, conducted,"
",15.125,31.875,False,False,59,52
1,57, little,<|im_start|>,10.8125,34.25,False,False,59,52
1,58, stream,<|im_end|>,3.265625,17.75,False,False,59,52
1,59,<|im_end|>,"
",0.898438,13.625,False,True,59,52
2,0,for,his,9.125,9.4375,True,False,53,34
2,1, not, shoulder,15.5,16.125,False,False,53,34
2,2, even, was,9.0,13.9375,False,False,53,34
2,3, a, supported,7.5,14.625,False,False,53,34
2,4, bro, and,11.125,19.375,False,False,53,34
2,5,ok, his,4.53125,25.0,False,False,53,34
2,6, could, body,4.8125,17.625,False,False,53,34
2,7, run, des,8.8125,18.5,False,False,53,34
2,8, past,pir,17.625,14.0,False,False,53,34
2,9, miss,ite,16.625,23.0,False,False,53,34
2,10,us, seemed,8.3125,17.0,False,False,53,34
2,11, r, for,7.875,21.25,False,False,53,34
2,12,achel, a,3.359375,29.0,False,False,53,34
2,13, ly, time,19.625,31.875,False,False,53,34
2,14,nde, to,2.671875,29.25,False,False,53,34
2,15,'s, lift,15.75,18.625,False,False,53,34
2,16, door, nothing,15.5,17.25,False,False,53,34
2,17, without, toward,13.875,12.5,False,False,53,34
2,18, due, this,17.0,22.375,False,False,53,34
2,19, regard, he,7.78125,10.875,False,False,53,34
2,20, for, had,1.234375,21.375,False,False,53,34
2,21, decency, written,18.625,18.125,False,False,53,34
2,22, and, in,7.71875,13.1875,False,False,53,34
2,23, decor, his,5.8125,20.625,False,False,53,34
2,24,um, brain,1.398438,16.125,False,False,53,34
2,25, it,but,9.75,16.25,False,False,53,34
2,26, probably, fate,14.5625,10.625,False,False,53,34
2,27, was, had,2.9375,6.34375,False,False,53,34
2,28, conscious, found,15.8125,19.75,False,False,53,34
2,29, that, a,21.125,17.375,False,False,53,34
2,30, miss, way,20.75,21.5,False,False,53,34
2,31,us, round,0.090332,17.125,False,False,53,34
2,32, r, his,0.000492,24.75,False,False,53,34
2,33,achel, efforts,0.077148,17.875,False,False,53,34
2,34, was,<|im_end|>,1.382812,11.0,False,False,53,34
2,35, sitting,"
",9.125,20.625,False,False,53,34
2,36, at,<|im_start|>,5.0625,24.875,False,False,53,34
2,37, her,"
",0.166016,15.75,False,False,53,34
2,38, window,<|im_end|>,0.298828,21.75,False,False,53,34
2,39, keeping,"
",9.9375,34.25,False,False,53,34
2,40, a,<|im_start|>,10.625,33.75,False,False,53,34
2,41, sharp,"
",9.875,23.75,False,False,53,34
2,42, eye,<|im_end|>,3.234375,22.125,False,False,53,34
2,43, on,"
",0.539062,32.0,False,False,53,34
2,44, everything,<|im_start|>,9.625,26.125,False,False,53,34
2,45, that,"
",5.21875,25.5,False,False,53,34
2,46, passed,<|im_end|>,0.033447,18.0,False,False,53,34
2,47, from,"
",9.0625,33.25,False,False,53,34
2,48, bro,<|im_start|>,15.0625,25.25,False,False,53,34
2,49,oks,"
",0.769531,20.0,False,False,53,34
2,50, and,<|im_end|>,7.125,17.25,False,False,53,34
2,51, children,"
",11.875,31.875,False,False,53,34
2,52, up,<|im_start|>,9.0,29.375,False,False,53,34
2,53,<|im_end|>,"
",2.390625,1.054688,False,True,53,34
3,0,and,and,0.550781,0.71875,True,False,59,44
3,1, that, safe,11.1875,11.3125,False,False,59,44
3,2, if,!,11.125,8.0625,False,False,59,44
3,3, she, that,0.119141,12.9375,False,False,59,44
3,4, noticed,'s,17.75,27.375,False,False,59,44
3,5, anything, my,4.1875,17.0,False,False,59,44
3,6, odd, request,14.0625,21.5,False,False,59,44
3,7, or, here,16.375,9.6875,False,False,59,44
3,8, out, node,16.375,7.875,False,False,59,44
3,9, of,an,0.002014,10.3125,False,False,59,44
3,10, place, looked,0.001884,21.25,False,False,59,44
3,11, she, at,4.96875,16.625,False,False,59,44
3,12, would, his,0.103027,28.75,False,False,59,44
3,13, never, mother,8.1875,17.875,False,False,59,44
3,14, rest, with,22.125,22.875,False,False,59,44
3,15, until, big,0.016846,18.125,False,False,59,44
3,16, she, eyes,0.476562,22.5,False,False,59,44
3,17, had, his,2.25,13.5,False,False,59,44
3,18, fer, little,15.6875,14.75,False,False,59,44
3,19,ret, soul,4.40625,23.375,False,False,59,44
3,20,ed, was,9.2e-05,29.875,False,False,59,44
3,21, out, out,9.875,0.21875,False,False,59,44
3,22, the, of,17.5,23.875,False,False,59,44
3,23, wh, safety,14.8125,15.8125,False,False,59,44
3,24,ys, his,5.8125,22.625,False,False,59,44
3,25, and, great,0.000744,15.375,False,False,59,44
3,26, where, mother,0.006958,13.75,False,False,59,44
3,27,fo,'s,11.6875,32.5,False,False,59,44
3,28,res, protection,0.00032,21.125,False,False,59,44
3,29, thereof, was,10.4375,16.375,False,False,59,44
3,30, there, not,13.125,17.25,False,False,59,44
3,31, are, with,5.65625,17.5,False,False,59,44
3,32, plenty, him,12.625,17.75,False,False,59,44
3,33, of, again,7e-06,11.0625,False,False,59,44
3,34, people, and,9.9375,15.4375,False,False,59,44
3,35, in, again,0.011902,8.75,False,False,59,44
3,36, av, she,11.4375,16.75,False,False,59,44
3,37,on, could,0.209961,24.625,False,False,59,44
3,38,lea, tell,2.359375,20.25,False,False,59,44
3,39, and, him,7.0625,14.5,False,False,59,44
3,40, out, her,12.3125,14.0,False,False,59,44
3,41, of, old,0.002563,15.125,False,False,59,44
3,42, it, story,17.75,16.125,False,False,59,44
3,43, who,",",0.267578,12.9375,False,False,59,44
3,44, can,<|im_end|>,6.65625,14.0625,False,False,59,44
3,45, attend,"
",8.625,34.0,False,False,59,44
3,46, closely,<|im_start|>,18.5,24.375,False,False,59,44
3,47, to,<|im_end|>,0.001465,18.375,False,False,59,44
3,48, their,"
",2.53125,35.75,False,False,59,44
3,49, neighbor,<|im_start|>,8.5625,32.5,False,False,59,44
3,50,'s,user,3.1e-05,17.5,False,False,59,44
3,51, business,"
",14.625,26.625,False,False,59,44
3,52, by, what,19.625,13.8125,False,False,59,44
3,53, dint, was,19.625,21.625,False,False,59,44
3,54, of, node,1e-06,10.1875,False,False,59,44
3,55, neglect,an,12.6875,31.25,False,False,59,44
3,56,ing,'s,3.578125,18.25,False,False,59,44
3,57, their, home,4.125,15.75,False,False,59,44
3,58, own, thought,0.000127,12.1875,False,False,59,44
3,59,<|im_end|>, after,0.71875,12.9375,False,True,59,44
4,0,but,and,8.0625,7.65625,True,False,46,
4,1, miss, style,8.4375,10.625,False,False,46,
4,2,us, the,1.726562,24.25,False,False,46,
4,3, r, ship,15.9375,21.5,False,False,46,
4,4,achel, differently,5.0625,16.75,False,False,46,
4,5, ly, if,18.0,20.0,False,False,46,
4,6,nde, she,13.25,23.125,False,False,46,
4,7, was, chose,2.484375,4.34375,False,False,46,
4,8, one, but,20.0,9.8125,False,False,46,
4,9, of, in,0.386719,7.9375,False,False,46,
4,10, those, the,11.5,15.375,False,False,46,
4,11, capable, mean,13.5625,17.5,False,False,46,
4,12, creatures, time,13.375,23.875,False,False,46,
4,13, who,[,2.078125,7.46875,False,False,46,
4,14, can,cont,7.03125,15.9375,False,False,46,
4,15, manage,.],8.1875,24.125,False,False,46,
4,16, their, became,11.125,14.875,False,False,46,
4,17, own, the,3.46875,17.25,False,False,46,
4,18, concerns, master,14.0,11.0,False,False,46,
4,19, and, of,2.234375,11.25,False,False,46,
4,20, those, her,23.875,16.625,False,False,46,
4,21, of, own,1.671875,15.6875,False,False,46,
4,22, other, ship,8.8125,20.375,False,False,46,
4,23, folks, and,9.0,20.375,False,False,46,
4,24, into, set,15.625,19.375,False,False,46,
4,25, the, course,4.40625,2.90625,False,False,46,
4,26, bargain, for,14.0,28.75,False,False,46,
4,27, she, the,9.1875,17.625,False,False,46,
4,28, was, Mediterranean,6.15625,12.75,False,False,46,
4,29, a, if,15.5625,14.5625,False,False,46,
4,30, notable, possible,13.6875,15.0,False,False,46,
4,31, house, if,8.125,17.5,False,False,46,
4,32,wife, not,2.328125,24.375,False,False,46,
4,33, her, she,19.125,9.0,False,False,46,
4,34, work, pr,15.75,17.5,False,False,46,
4,35, was,ays,4.78125,9.5625,False,False,46,
4,36, always, that,10.9375,12.75,False,False,46,
4,37, done, she,4.3125,12.3125,False,False,46,
4,38, and, might,13.5625,13.6875,False,False,46,
4,39, well, at,5.84375,14.375,False,False,46,
4,40, done, least,0.051514,27.0,False,False,46,
4,41, she, escape,3.875,13.0625,False,False,46,
4,42, ran, the,10.375,22.125,False,False,46,
4,43, the, charge,15.5625,13.0625,False,False,46,
4,44, sewing, of,13.9375,29.25,False,False,46,
4,45, circle, a,15.75,17.75,False,False,46,
4,46,<|im_end|>, sk,1.023438,9.8125,False,True,46,
5,0,help,help,0.005219,0.005524,True,False,51,51
5,1,ed,ed,4.2e-05,5.6e-05,False,False,51,51
5,2, run, run,0.003708,0.004456,False,False,51,51
5,3, the, the,0.000576,0.000587,False,False,51,51
5,4, sunday, sunday,0.083496,0.083496,False,False,51,51
5,5, school, school,0.000277,0.000271,False,False,51,51
5,6, and, and,0.000507,0.000759,False,False,51,51
5,7, was, was,0.002563,0.002563,False,False,51,51
5,8, the, the,0.007385,0.009216,False,False,51,51
5,9, strongest, strongest,0.006866,0.005005,False,False,51,51
5,10, prop, prop,0.012207,0.009766,False,False,51,51
5,11, of, of,2e-06,2e-06,False,False,51,51
5,12, the, the,3.1e-05,3.1e-05,False,False,51,51
5,13, church, church,0.008301,0.009888,False,False,51,51
5,14, aid, aid,0.029663,0.033203,False,False,51,51
5,15, society, society,0.015869,0.018188,False,False,51,51
5,16, and, and,0.000422,0.000706,False,False,51,51
5,17, foreign, foreign,0.001572,0.00145,False,False,51,51
5,18, missions, missions,0.071777,0.085449,False,False,51,51
5,19, auxiliary, auxiliary,0.085449,0.088379,False,False,51,51
5,20, yet, yet,0.008484,0.004395,False,False,51,51
5,21, with, with,0.000122,0.000107,False,False,51,51
5,22, all, all,0.008545,0.004272,False,False,51,51
5,23, this, this,0.004761,0.007751,False,False,51,51
5,24, miss, miss,0.023682,0.023315,False,False,51,51
5,25,us,us,0.001083,0.001366,False,False,51,51
5,26, r, r,0.025513,0.025513,False,False,51,51
5,27,achel,achel,0.010315,0.010315,False,False,51,51
5,28, found, found,0.020142,0.020142,False,False,51,51
5,29, abundant, abundant,0.026123,0.026123,False,False,51,51
5,30, time, time,0.006744,0.006744,False,False,51,51
5,31, to, to,9.3e-05,9.3e-05,False,False,51,51
5,32, sit, sit,0.000462,0.000462,False,False,51,51
5,33, for, for,0.001808,0.001808,False,False,51,51
5,34, hours, hours,0.003769,0.003769,False,False,51,51
5,35, at, at,0.000343,0.000343,False,False,51,51
5,36, her, her,0.005585,0.005585,False,False,51,51
5,37, kitchen, kitchen,0.037598,0.037598,False,False,51,51
5,38, window, window,0.004486,0.004486,False,False,51,51
5,39, knitting, knitting,0.033203,0.033203,False,False,51,51
5,40, cotton, cotton,0.084473,0.084473,False,False,51,51
5,41, warp, warp,0.149414,0.149414,False,False,51,51
5,42, quil, quil,0.035889,0.035889,False,False,51,51
5,43,ts,ts,0.000999,0.000999,False,False,51,51
5,44, she, she,0.008606,0.008606,False,False,51,51
5,45, had, had,0.011597,0.011597,False,False,51,51
5,46, kn, kn,0.047119,0.047119,False,False,51,51
5,47,itted,itted,0.014404,0.014404,False,False,51,51
5,48, sixteen, sixteen,0.178711,0.178711,False,False,51,51
5,49, of, of,0.001015,0.001015,False,False,51,51
5,50, them, them,0.008667,0.008667,False,False,51,51
5,51,<|im_end|>,<|im_end|>,0.001228,0.001228,False,True,51,51
6,0,as,of,5.21875,4.96875,True,False,35,
6,1, av, my,12.3125,11.0,False,False,35,
6,2,on, life,11.5,20.875,False,False,35,
6,3,lea, it,0.898438,20.375,False,False,35,
6,4, house, had,3.1875,15.75,False,False,35,
6,5,keepers, been,21.125,24.375,False,False,35,
6,6, were, the,2.046875,14.75,False,False,35,
6,7, wont, major,4.25,16.125,False,False,35,
6,8, to, organ,6.65625,13.0,False,False,35,
6,9, tell, came,11.8125,15.5625,False,False,35,
6,10, in, into,10.5625,5.875,False,False,35,
6,11, aw, play,12.5,22.375,False,False,35,
6,12,ed, when,3.921875,20.0,False,False,35,
6,13, voices, I,18.125,18.25,False,False,35,
6,14, and, tried,8.375,20.5,False,False,35,
6,15, keeping, to,16.125,28.25,False,False,35,
6,16, a, apply,13.1875,21.625,False,False,35,
6,17, sharp, the,6.46875,19.125,False,False,35,
6,18, eye, minor,0.357422,18.875,False,False,35,
6,19, on, one,1.351562,12.625,False,False,35,
6,20, the, to,4.78125,11.25,False,False,35,
6,21, main, the,12.625,16.0,False,False,35,
6,22, road, present,0.703125,14.625,False,False,35,
6,23, that, question,6.25,19.75,False,False,35,
6,24, crossed, and,8.375,23.75,False,False,35,
6,25, the, what,4.03125,9.5,False,False,35,
6,26, hollow, an,10.375,15.4375,False,False,35,
6,27, and, unfair,7.28125,15.0,False,False,35,
6,28, wound, division,15.0625,8.875,False,False,35,
6,29, up, of,8.5,23.375,False,False,35,
6,30, the, labor,8.9e-05,6.25,False,False,35,
6,31, steep, it,5.75,21.125,False,False,35,
6,32, red, had,17.75,29.0,False,False,35,
6,33, hill, been,3.921875,22.875,False,False,35,
6,34, beyond,我说,7.0,16.125,False,False,35,
6,35,<|im_end|>, they,9.125,3.4375,False,True,35,
7,0,any,and,18.5,18.375,True,False,54,54
7,1,body, he,12.875,24.75,False,False,54,54
7,2, who, see,20.0,13.875,False,False,54,54
7,3, went, that,17.25,20.625,False,False,54,54
7,4, out, the,8.8125,14.75,False,False,54,54
7,5, of, new,1.703125,10.6875,False,False,54,54
7,6, it, fridge,10.875,11.75,False,False,54,54
7,7, or, is,12.25,14.4375,False,False,54,54
7,8, into, very,11.875,20.125,False,False,54,54
7,9, it, clean,0.001442,16.75,False,False,54,54
7,10, had, and,11.375,26.75,False,False,54,54
7,11, to, cold,15.25,11.3125,False,False,54,54
7,12, pass, he,14.125,19.625,False,False,54,54
7,13, over, say,13.3125,19.5,False,False,54,54
7,14, that, the,15.1875,2.1875,False,False,54,54
7,15, hill, fridge,9.875,15.5,False,False,54,54
7,16, road, is,21.125,18.875,False,False,54,54
7,17, and, not,7.4e-05,12.8125,False,False,54,54
7,18, so, only,14.25,5.3125,False,False,54,54
7,19, run, cold,7.15625,15.625,False,False,54,54
7,20, the, but,7.8125,16.5,False,False,54,54
7,21, unseen, also,12.4375,23.25,False,False,54,54
7,22, ga, lively,16.125,17.75,False,False,54,54
7,23,untlet, because,3.78125,22.75,False,False,54,54
7,24, of, there,2.390625,10.875,False,False,54,54
7,25, miss, is,6.21875,19.625,False,False,54,54
7,26,us, energy,16.625,14.5,False,False,54,54
7,27, r, in,14.375,28.875,False,False,54,54
7,28,achel, the,5.96875,20.625,False,False,54,54
7,29,'s, fridge,14.5625,18.25,False,False,54,54
7,30, all, he,11.5,10.5625,False,False,54,54
7,31, seeing, say,16.5,15.5625,False,False,54,54
7,32, eye, how,4.21875,26.875,False,False,54,54
7,33, she, can,15.5,12.1875,False,False,54,54
7,34, was, a,3.265625,16.875,False,False,54,54
7,35, sitting, fridge,11.25,17.875,False,False,54,54
7,36, there, be,19.125,16.375,False,False,54,54
7,37, one, the,18.375,11.125,False,False,54,54
7,38, afternoon, god,7.5625,15.625,False,False,54,54
7,39, in, of,4.3125,16.5,False,False,54,54
7,40, early, energy,6.875,11.75,False,False,54,54
7,41, j, and,15.8125,13.9375,False,False,54,54
7,42,une, naturally,0.033936,21.375,False,False,54,54
7,43, the, he,9.0625,5.5,False,False,54,54
7,44, sun, be,0.796875,18.125,False,False,54,54
7,45, was, angry,0.503906,16.5,False,False,54,54
7,46, coming, because,4.0,16.375,False,False,54,54
7,47, in, his,1.632812,16.625,False,False,54,54
7,48, at, old,5.5625,13.3125,False,False,54,54
7,49, the, fridge,0.009277,19.625,False,False,54,54
7,50, window, is,1.859375,23.125,False,False,54,54
7,51, warm, old,4.375,18.5,False,False,54,54
7,52, and, and,0.036377,5e-06,False,False,54,54
7,53, bright, broken,3.203125,14.0,False,False,54,54
7,54,<|im_end|>,<|im_end|>,0.066895,0.503906,False,True,54,54
8,0,the,the,0.769531,0.703125,True,False,63,45
8,1, orch, young,12.5625,12.4375,False,False,63,45
8,2,ard, girl,0.026489,17.875,False,False,63,45
8,3, on, had,9.375,13.9375,False,False,63,45
8,4, the, given,0.002167,13.4375,False,False,63,45
8,5, slope, it,14.0625,20.0,False,False,63,45
8,6, below, to,17.625,20.5,False,False,63,45
8,7, the, her,15.125,3.640625,False,False,63,45
8,8, house, mother,1.382812,12.8125,False,False,63,45
8,9, was, in,2.234375,17.5,False,False,63,45
8,10, in, regular,0.05249,10.25,False,False,63,45
8,11, a, letters,0.133789,18.75,False,False,63,45
8,12, bridal, as,16.75,17.875,False,False,63,45
8,13, flush, she,12.0625,21.625,False,False,63,45
8,14, of, stood,7.8125,13.875,False,False,63,45
8,15, pink, by,7.9375,21.0,False,False,63,45
8,16,y, the,19.875,24.375,False,False,63,45
8,17, white, bank,6.59375,10.3125,False,False,63,45
8,18, bloom, of,14.6875,20.0,False,False,63,45
8,19, hum, the,21.5,13.875,False,False,63,45
8,20,med, river,6.5625,22.125,False,False,63,45
8,21, over, in,18.875,13.6875,False,False,63,45
8,22, by, which,2.171875,12.25,False,False,63,45
8,23, a, the,14.375,16.875,False,False,63,45
8,24, myriad, moon,5.6875,10.9375,False,False,63,45
8,25, of, was,0.021362,21.875,False,False,63,45
8,26, bees, shining,3.9375,14.6875,False,False,63,45
8,27, th, brightly,10.9375,18.0,False,False,63,45
8,28,omas, and,0.648438,18.5,False,False,63,45
8,29, ly, stretching,13.3125,17.875,False,False,63,45
8,30,nde, out,8.75,29.625,False,False,63,45
8,31, a, her,3.484375,21.5,False,False,63,45
8,32, me, hands,13.5625,20.5,False,False,63,45
8,33,ek, upon,0.125977,24.125,False,False,63,45
8,34, little, it,1.0625,15.25,False,False,63,45
8,35, man, there,3.21875,15.9375,False,False,63,45
8,36, whom, stood,7.15625,18.5,False,False,63,45
8,37, av, the,13.75,23.125,False,False,63,45
8,38,on, nine,2.0,18.375,False,False,63,45
8,39,lea, year,4.6875,20.875,False,False,63,45
8,40, people, old,19.625,33.75,False,False,63,45
8,41, called, child,10.0625,18.5,False,False,63,45
8,42, r, standing,14.5,12.0625,False,False,63,45
8,43,achel, beside,9.0,22.0,False,False,63,45
8,44, ly, her,7.28125,20.25,False,False,63,45
8,45,nde,<|im_end|>,0.001587,21.375,False,False,63,45
8,46,'s,<|im_end|>,17.375,18.125,False,False,63,45
8,47, husband,"
",7.8125,30.875,False,False,63,45
8,48, was,<|im_start|>,9.0625,26.375,False,False,63,45
8,49, s,assistant,13.0,19.0,False,False,63,45
8,50,owing,"
",12.625,33.0,False,False,63,45
8,51, his,<think>,6.8125,24.5,False,False,63,45
8,52, late,"

",11.625,27.875,False,False,63,45
8,53, turn,</think>,20.375,27.375,False,False,63,45
8,54,ip,"

",8.4375,31.625,False,False,63,45
8,55, seed,M,4.875,18.0,False,False,63,45
8,56, on,agg,3.171875,17.25,False,False,63,45
8,57, the,ie,0.000328,21.875,False,False,63,45
8,58, hill, was,3.328125,19.375,False,False,63,45
8,59, field, standing,20.375,21.375,False,False,63,45
8,60, beyond, there,7.53125,15.75,False,False,63,45
8,61, the, holding,0.015442,2.203125,False,False,63,45
8,62, barn, the,9.8125,19.375,False,False,63,45
8,63,<|im_end|>, box,0.000311,10.5625,False,True,63,45
9,0,miss,and,21.875,21.625,True,False,46,38
9,1,us, was,12.875,22.625,False,False,46,38
9,2, r, governed,5.28125,9.8125,False,False,46,38
9,3,achel, by,7.375,31.75,False,False,46,38
9,4, knew, such,9.4375,23.75,False,False,46,38
9,5, that, principles,5.4375,13.1875,False,False,46,38
9,6, he, as,3.265625,14.9375,False,False,46,38
9,7, ought, justice,6.75,10.0,False,False,46,38
9,8, because, and,19.0,12.875,False,False,46,38
9,9, she, civil,1.992188,13.9375,False,False,46,38
9,10, had, temper,0.519531,14.9375,False,False,46,38
9,11, heard, i,8.5625,17.0,False,False,46,38
9,12, him, found,0.640625,17.375,False,False,46,38
9,13, tell, it,5.65625,22.875,False,False,46,38
9,14, peter, impossible,15.75,20.0,False,False,46,38
9,15, mor, to,9.9375,27.125,False,False,46,38
9,16,r, find,1.78125,16.625,False,False,46,38
9,17,ison, in,0.047852,22.0,False,False,46,38
9,18, the, any,3.0,5.5,False,False,46,38
9,19, evening, of,9.5625,16.625,False,False,46,38
9,20, before, them,0.008545,24.875,False,False,46,38
9,21, in, the,7.125,15.4375,False,False,46,38
9,22, will, slightest,15.1875,4.875,False,False,46,38
9,23,iam, indication,1.429688,15.5625,False,False,46,38
9,24, j, of,5.09375,19.125,False,False,46,38
9,25, bl, the,15.5,9.8125,False,False,46,38
9,26,air, will,2.171875,15.9375,False,False,46,38
9,27,'s, to,0.220703,14.0,False,False,46,38
9,28, store, do,5.625,12.25,False,False,46,38
9,29, over, right,15.4375,11.875,False,False,46,38
9,30, at, or,4.8125,5.0,False,False,46,38
9,31, car, to,6.4375,16.0,False,False,46,38
9,32,m, show,7.0625,14.6875,False,False,46,38
9,33,ody, any,1.09375,16.5,False,False,46,38
9,34, that, spirit,7.53125,7.6875,False,False,46,38
9,35, he, of,0.108398,14.6875,False,False,46,38
9,36, meant, moral,7.15625,14.6875,False,False,46,38
9,37, to, improvement,0.043457,12.6875,False,False,46,38
9,38, sow,<|im_end|>,10.375,18.125,False,False,46,38
9,39, his,<|im_end|>,2.9375,21.625,False,False,46,38
9,40, turn,<|im_start|>,9.6875,21.75,False,False,46,38
9,41,ip,<|im_start|>,0.59375,15.5625,False,False,46,38
9,42, seed,<|im_start|>,2.921875,20.5,False,False,46,38
9,43, the,"
",3.859375,19.5,False,False,46,38
9,44, next,<|im_end|>,0.808594,23.875,False,False,46,38
9,45, afternoon,"
",7.375,26.75,False,False,46,38
9,46,<|im_end|>,<|im_start|>,3.703125,14.875,False,True,46,38
10,0,p,h,11.75,11.8125,True,False,57,41
10,1,eter,osp,4.28125,7.46875,False,False,57,41
10,2, had,it,4.09375,18.125,False,False,57,41
10,3, asked,aled,11.9375,22.75,False,False,57,41
10,4, him, in,10.1875,20.25,False,False,57,41
