ckpt,eval,metric,value,lower_is_better
7000,eval_source_emotion,DailyTalk_acc,0.8316666666666667,False
7000,eval_esc50,ESC50_acc,0.6665,False
7000,eval_source_emotion,EmoV_F1,0.6866370170487597,False
7000,eval_source_emotion,EmoV_acc,0.7301675977653631,False
7000,eval_fsd50k_map_seq,FSD50K_mAPma,0.32738921468755205,False
7000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.3285324167945923,False
7000,eval_listen,LISTEN_F1,0.12948132730436684,False
7000,eval_listen,LISTEN_acc,0.23822188449848025,False
7000,eval_listen_official,LISTENo_F1mean,0.1154966356275148,False
7000,eval_listen_official,LISTENo_WAmean,0.2197757347572647,False
7000,eval_source_emotion,MELD_F1,0.20215253354192425,False
7000,eval_source_emotion,MELD_acc,0.49118773946360156,False
7000,eval_source_emotion,RAVDESS_F1,0.33621784181548175,False
7000,eval_source_emotion,RAVDESS_acc,0.375,False
7000,eval_librispeech,WER_clean,0.05521715352556245,True
7000,eval_librispeech_other,WER_other,0.1860557467569305,True
7000,eval_text_retention,text_mean,0.902218061058431,False
8000,eval_librispeech,CER_clean,0.025656643371588555,True
8000,eval_librispeech_other,CER_other,0.10344282019110834,True
8000,eval_clotho,Clotho_BLEU1,0.43633290405666453,False
8000,eval_clotho,Clotho_BLEU4,0.0672035854818145,False
8000,eval_source_emotion,DailyTalk_F1,0.38730061246466546,False
8000,eval_source_emotion,DailyTalk_acc,0.83,False
8000,eval_esc50,ESC50_acc,0.7215,False
8000,eval_source_emotion,EmoV_F1,0.6747761366188068,False
8000,eval_source_emotion,EmoV_acc,0.7201117318435755,False
8000,eval_fsd50k_map_seq,FSD50K_mAPma,0.3264925007285382,False
8000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.325951265455226,False
8000,eval_listen,LISTEN_F1,0.1389698417611226,False
8000,eval_listen,LISTEN_acc,0.23860182370820668,False
8000,eval_listen_official,LISTENo_F1mean,0.11839025636355778,False
8000,eval_listen_official,LISTENo_WAmean,0.22779191471929097,False
8000,eval_source_emotion,MELD_F1,0.2083462404911313,False
8000,eval_source_emotion,MELD_acc,0.4946360153256705,False
8000,eval_source_emotion,RAVDESS_F1,0.40507629544524637,False
8000,eval_source_emotion,RAVDESS_acc,0.42916666666666664,False
8000,eval_librispeech,WER_clean,0.0553868783827107,True
8000,eval_librispeech_other,WER_other,0.18601792670473885,True
8000,eval_text_retention,text_mean,0.9034694285718047,False
9000,eval_librispeech,CER_clean,0.02363346227550882,True
9000,eval_librispeech_other,CER_other,0.10770725174127889,True
9000,eval_clotho,Clotho_BLEU1,0.44719881011403073,False
9000,eval_clotho,Clotho_BLEU4,0.07509590318581241,False
9000,eval_source_emotion,DailyTalk_F1,0.39229748272503534,False
9000,eval_source_emotion,DailyTalk_acc,0.8308333333333333,False
9000,eval_esc50,ESC50_acc,0.747,False
9000,eval_source_emotion,EmoV_F1,0.6243445862561257,False
9000,eval_source_emotion,EmoV_acc,0.6882681564245811,False
9000,eval_fsd50k,FSD50K_F1ma,0.2631774731535824,False
9000,eval_fsd50k,FSD50K_F1mi,0.39730376593562255,False
9000,eval_fsd50k,FSD50K_Jacc,0.3315965958472282,False
9000,eval_fsd50k_map_seq,FSD50K_mAPma,0.316439504154981,False
9000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.3324787188058936,False
9000,eval_listen,LISTEN_F1,0.14309711303862088,False
9000,eval_listen,LISTEN_acc,0.23480243161094225,False
9000,eval_listen_official,LISTENo_F1mean,0.13263974891984182,False
9000,eval_listen_official,LISTENo_WAmean,0.22599795097384834,False
9000,eval_source_emotion,MELD_F1,0.21936512448073572,False
9000,eval_source_emotion,MELD_acc,0.48084291187739464,False
9000,eval_source_emotion,RAVDESS_F1,0.4362068268671674,False
9000,eval_source_emotion,RAVDESS_acc,0.44583333333333336,False
9000,eval_librispeech,WER_clean,0.052595847398495106,True
9000,eval_librispeech_other,WER_other,0.18900571082788095,True
9000,eval_text_retention,text_mean,0.9039056340070178,False
10000,eval_librispeech,CER_clean,0.023540851873223485,True
10000,eval_librispeech_other,CER_other,0.10642313904843202,True
10000,eval_clotho,Clotho_BLEU1,0.4407722513089005,False
10000,eval_clotho,Clotho_BLEU4,0.07179036356807368,False
10000,eval_source_emotion,DailyTalk_F1,0.3821638934699416,False
10000,eval_source_emotion,DailyTalk_acc,0.8333333333333334,False
10000,eval_esc50,ESC50_acc,0.732,False
10000,eval_source_emotion,EmoV_F1,0.6861945037753485,False
10000,eval_source_emotion,EmoV_acc,0.7435754189944134,False
10000,eval_fsd50k_map_seq,FSD50K_mAPma,0.31272340479739363,False
10000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.3131184000836663,False
10000,eval_listen,LISTEN_F1,0.14606847199119044,False
10000,eval_listen,LISTEN_acc,0.23632218844984804,False
10000,eval_listen_official,LISTENo_F1mean,0.1291079543100599,False
10000,eval_listen_official,LISTENo_WAmean,0.2255256212243583,False
10000,eval_source_emotion,MELD_F1,0.22262941576372636,False
10000,eval_source_emotion,MELD_acc,0.4888888888888889,False
10000,eval_source_emotion,RAVDESS_F1,0.44369408640836,False
10000,eval_source_emotion,RAVDESS_acc,0.4583333333333333,False
10000,eval_librispeech,WER_clean,0.05244498085880778,True
10000,eval_librispeech_other,WER_other,0.18938391134979765,True
10000,eval_text_retention,text_mean,0.9050565901592601,False
11000,eval_librispeech,CER_clean,0.023932665113661458,True
11000,eval_librispeech_other,CER_other,0.10970148979148807,True
11000,eval_clotho,Clotho_BLEU1,0.4480127452624518,False
11000,eval_clotho,Clotho_BLEU4,0.07257134997771121,False
11000,eval_clotho,Clotho_CIDEr,0.11228441733360431,False
11000,eval_source_emotion,DailyTalk_F1,0.42538517423771965,False
11000,eval_source_emotion,DailyTalk_acc,0.8308333333333333,False
11000,eval_esc50,ESC50_acc,0.777,False
11000,eval_source_emotion,EmoV_F1,0.7028886272540815,False
11000,eval_source_emotion,EmoV_acc,0.7536312849162011,False
11000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2988343209730554,False
11000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.35123916882015216,False
11000,eval_listen,LISTEN_F1,0.14195288494098904,False
11000,eval_listen,LISTEN_acc,0.2351823708206687,False
11000,eval_listen_official,LISTENo_F1mean,0.13183602631108787,False
11000,eval_listen_official,LISTENo_WAmean,0.23508569591328216,False
11000,eval_source_emotion,MELD_F1,0.23085006770131386,False
11000,eval_source_emotion,MELD_acc,0.4900383141762452,False
11000,eval_source_emotion,RAVDESS_F1,0.49706107236645247,False
11000,eval_source_emotion,RAVDESS_acc,0.5125,False
11000,eval_librispeech,WER_clean,0.05306730533501801,True
11000,eval_librispeech_other,WER_other,0.19397904769108582,True
11000,eval_text_retention,text_mean,0.9054204945550449,False
12000,eval_librispeech,CER_clean,0.02433872610829718,True
12000,eval_librispeech_other,CER_other,0.11259718231088774,True
12000,eval_clotho,Clotho_BLEU1,0.4589278176445758,False
12000,eval_clotho,Clotho_BLEU4,0.08128735129161148,False
12000,eval_source_emotion,DailyTalk_F1,0.37604497300096457,False
12000,eval_source_emotion,DailyTalk_acc,0.8333333333333334,False
12000,eval_esc50,ESC50_acc,0.7955,False
12000,eval_source_emotion,EmoV_F1,0.6608719890827549,False
12000,eval_source_emotion,EmoV_acc,0.729050279329609,False
12000,eval_fsd50k,FSD50K_F1ma,0.26981759657350235,False
12000,eval_fsd50k,FSD50K_F1mi,0.39774877650897233,False
12000,eval_fsd50k,FSD50K_Jacc,0.3330511422262559,False
12000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2754155418569915,False
12000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.31302800535456243,False
12000,eval_listen,LISTEN_F1,0.12898418332781952,False
12000,eval_listen,LISTEN_acc,0.23100303951367782,False
12000,eval_listen_official,LISTENo_F1mean,0.11976539121253574,False
12000,eval_listen_official,LISTENo_WAmean,0.21402255250905475,False
12000,eval_source_emotion,MELD_F1,0.22963836541374086,False
12000,eval_source_emotion,MELD_acc,0.49731800766283524,False
12000,eval_source_emotion,RAVDESS_F1,0.5007443577994443,False
12000,eval_source_emotion,RAVDESS_acc,0.5125,False
12000,eval_librispeech,WER_clean,0.0539913628906029,True
12000,eval_librispeech_other,WER_other,0.197647592753678,True
12000,eval_text_retention,text_mean,0.9059762283843246,False
13000,eval_librispeech,CER_clean,0.024858769136514858,True
13000,eval_librispeech_other,CER_other,0.11406526530356939,True
13000,eval_clotho,Clotho_BLEU1,0.4635312527166826,False
13000,eval_clotho,Clotho_BLEU4,0.0830502655810668,False
13000,eval_source_emotion,DailyTalk_F1,0.4184124589459317,False
13000,eval_source_emotion,DailyTalk_acc,0.825,False
13000,eval_esc50,ESC50_acc,0.7925,False
13000,eval_source_emotion,EmoV_F1,0.7095242293497372,False
13000,eval_source_emotion,EmoV_acc,0.7720670391061453,False
13000,eval_fsd50k,FSD50K_F1ma,0.2716547921209989,False
13000,eval_fsd50k,FSD50K_F1mi,0.40263236613819914,False
13000,eval_fsd50k,FSD50K_Jacc,0.3340517707295148,False
13000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2493348697736304,False
13000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.30828330875684334,False
13000,eval_listen,LISTEN_F1,0.1252798653279259,False
13000,eval_listen,LISTEN_acc,0.22796352583586627,False
13000,eval_listen_official,LISTENo_F1mean,0.12909084718429464,False
13000,eval_listen_official,LISTENo_WAmean,0.22364495246339625,False
13000,eval_source_emotion,MELD_F1,0.22215832912203998,False
13000,eval_source_emotion,MELD_acc,0.4854406130268199,False
13000,eval_source_emotion,RAVDESS_F1,0.5274678279367894,False
13000,eval_source_emotion,RAVDESS_acc,0.5458333333333333,False
13000,eval_librispeech,WER_clean,0.05483998717634413,True
13000,eval_librispeech_other,WER_other,0.20101357739873682,True
13000,eval_text_retention,text_mean,0.9065073879230949,False
14000,eval_librispeech,CER_clean,0.024954941477349633,True
14000,eval_librispeech_other,CER_other,0.1153089045304526,True
14000,eval_clotho,Clotho_BLEU1,0.45274013466291657,False
14000,eval_clotho,Clotho_BLEU4,0.08063314596628417,False
14000,eval_source_emotion,DailyTalk_F1,0.4035618200937898,False
14000,eval_source_emotion,DailyTalk_acc,0.82,False
14000,eval_esc50,ESC50_acc,0.815,False
14000,eval_source_emotion,EmoV_F1,0.6729739205400989,False
14000,eval_source_emotion,EmoV_acc,0.7340782122905027,False
14000,eval_fsd50k,FSD50K_F1ma,0.27214366377322297,False
14000,eval_fsd50k,FSD50K_F1mi,0.4038730220619294,False
14000,eval_fsd50k,FSD50K_Jacc,0.33583164919794584,False
14000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2877612845491454,False
14000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.32100353114495284,False
14000,eval_listen,LISTEN_F1,0.1431122983430123,False
14000,eval_listen,LISTEN_acc,0.23214285714285715,False
14000,eval_listen_official,LISTENo_F1mean,0.13585174044735687,False
14000,eval_listen_official,LISTENo_WAmean,0.2345439586175866,False
14000,eval_source_emotion,MELD_F1,0.2492626656069321,False
14000,eval_source_emotion,MELD_acc,0.4796934865900383,False
14000,eval_source_emotion,RAVDESS_F1,0.5148193667976758,False
14000,eval_source_emotion,RAVDESS_acc,0.5333333333333333,False
14000,eval_librispeech,WER_clean,0.05508514530333604,True
14000,eval_librispeech_other,WER_other,0.20114594758140766,True
14000,eval_text_retention,text_mean,0.9063839939825619,False
15000,eval_librispeech,CER_clean,0.027676262529118846,True
15000,eval_librispeech_other,CER_other,0.11551495126626757,True
15000,eval_clotho,Clotho_BLEU1,0.47556272980001796,False
15000,eval_clotho,Clotho_BLEU4,0.08949517769963722,False
15000,eval_clotho,Clotho_CIDEr,0.1446818018077228,False
15000,eval_source_emotion,DailyTalk_F1,0.42438991257813635,False
15000,eval_source_emotion,DailyTalk_acc,0.8275,False
15000,eval_esc50,ESC50_acc,0.7945,False
15000,eval_source_emotion,EmoV_F1,0.7206782569231039,False
15000,eval_source_emotion,EmoV_acc,0.7759776536312849,False
15000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2889738357388746,False
15000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.3024570018127307,False
15000,eval_listen,LISTEN_F1,0.1260933913770385,False
15000,eval_listen,LISTEN_acc,0.22530395136778114,False
15000,eval_listen_official,LISTENo_F1mean,0.12154167077530827,False
15000,eval_listen_official,LISTENo_WAmean,0.21462925808329708,False
15000,eval_source_emotion,MELD_F1,0.2432350609850145,False
15000,eval_source_emotion,MELD_acc,0.4674329501915709,False
15000,eval_source_emotion,RAVDESS_F1,0.5413963107440994,False
15000,eval_source_emotion,RAVDESS_acc,0.5625,False
15000,eval_librispeech,WER_clean,0.05861165066852735,True
15000,eval_librispeech_other,WER_other,0.20349079081729132,True
15000,eval_text_retention,text_mean,0.9047243410740506,False
16000,eval_librispeech,CER_clean,0.02823904881992976,True
16000,eval_librispeech_other,CER_other,0.12199070582045235,True
16000,eval_clotho,Clotho_BLEU1,0.47164628743576115,False
16000,eval_clotho,Clotho_BLEU4,0.08712322418589452,False
16000,eval_source_emotion,DailyTalk_F1,0.38910187605002805,False
16000,eval_source_emotion,DailyTalk_acc,0.8283333333333334,False
16000,eval_esc50,ESC50_acc,0.7935,False
16000,eval_source_emotion,EmoV_F1,0.6880953092221741,False
16000,eval_source_emotion,EmoV_acc,0.7558659217877095,False
16000,eval_fsd50k_map_seq,FSD50K_mAPma,0.28953868801939797,False
16000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.31010955719983413,False
16000,eval_listen,LISTEN_F1,0.12429055574403611,False
16000,eval_listen,LISTEN_acc,0.22112462006079028,False
16000,eval_listen_official,LISTENo_F1mean,0.12911594782995456,False
16000,eval_listen_official,LISTENo_WAmean,0.22402859924850835,False
16000,eval_source_emotion,MELD_F1,0.2354792933936328,False
16000,eval_source_emotion,MELD_acc,0.4888888888888889,False
16000,eval_source_emotion,RAVDESS_F1,0.5201396237716434,False
16000,eval_source_emotion,RAVDESS_acc,0.5416666666666666,False
16000,eval_librispeech,WER_clean,0.059818582986025985,True
16000,eval_librispeech_other,WER_other,0.21262433342158013,True
16000,eval_text_retention,text_mean,0.9049709876348437,False
17000,eval_librispeech,CER_clean,0.028174933926039907,True
17000,eval_librispeech_other,CER_other,0.11912444854902625,True
17000,eval_clotho,Clotho_BLEU1,0.4610321221695629,False
17000,eval_clotho,Clotho_BLEU4,0.07928532894407514,False
17000,eval_source_emotion,DailyTalk_F1,0.38187418277670987,False
17000,eval_source_emotion,DailyTalk_acc,0.8216666666666667,False
17000,eval_esc50,ESC50_acc,0.7825,False
17000,eval_source_emotion,EmoV_F1,0.6960365185164085,False
17000,eval_source_emotion,EmoV_acc,0.7564245810055866,False
17000,eval_fsd50k,FSD50K_F1ma,0.27437071368366833,False
17000,eval_fsd50k,FSD50K_F1mi,0.4030081113920725,False
17000,eval_fsd50k,FSD50K_Jacc,0.3378480845114117,False
17000,eval_fsd50k_map_seq,FSD50K_mAPma,0.2615415031184446,False
17000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.32434316867114665,False
17000,eval_listen,LISTEN_F1,0.1274182087103689,False
17000,eval_listen,LISTEN_acc,0.22530395136778114,False
17000,eval_listen_official,LISTENo_F1mean,0.12958662909268537,False
17000,eval_listen_official,LISTENo_WAmean,0.23250312888316108,False
17000,eval_source_emotion,MELD_F1,0.25922704540494096,False
17000,eval_source_emotion,MELD_acc,0.48735632183908045,False
17000,eval_source_emotion,RAVDESS_F1,0.5115420912321352,False
17000,eval_source_emotion,RAVDESS_acc,0.5291666666666667,False
17000,eval_librispeech,WER_clean,0.0598374413034869,True
17000,eval_librispeech_other,WER_other,0.20604364434022918,True
17000,eval_text_retention,text_mean,0.9055203404156568,False
18000,eval_librispeech,CER_clean,0.0263904027127724,True
18000,eval_librispeech_other,CER_other,0.11676226989914748,True
18000,eval_clotho,Clotho_BLEU1,0.4606882918501213,False
18000,eval_clotho,Clotho_BLEU4,0.08370790264532157,False
18000,eval_source_emotion,DailyTalk_F1,0.3735854124686741,False
18000,eval_source_emotion,DailyTalk_acc,0.8341666666666666,False
18000,eval_esc50,ESC50_acc,0.8095,False
18000,eval_source_emotion,EmoV_F1,0.692671992544182,False
18000,eval_source_emotion,EmoV_acc,0.7625698324022346,False
18000,eval_fsd50k_map_seq,FSD50K_mAPma,0.27135714989142434,False
18000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.31820523973726766,False
18000,eval_listen,LISTEN_F1,0.1275921224822266,False
18000,eval_listen,LISTEN_acc,0.23138297872340424,False
18000,eval_listen_official,LISTENo_F1mean,0.11133116562386877,False
18000,eval_listen_official,LISTENo_WAmean,0.21142553920178328,False
18000,eval_source_emotion,MELD_F1,0.23715453679517723,False
18000,eval_source_emotion,MELD_acc,0.48160919540229885,False
18000,eval_source_emotion,RAVDESS_F1,0.4870748001135181,False
18000,eval_source_emotion,RAVDESS_acc,0.5083333333333333,False
18000,eval_librispeech,WER_clean,0.0576121598430988,True
18000,eval_librispeech_other,WER_other,0.20417155175674143,True
18000,eval_text_retention,text_mean,0.903956840368727,False
19000,eval_librispeech,CER_clean,0.02662192871848575,True
19000,eval_librispeech_other,CER_other,0.11273699973876218,True
19000,eval_clotho,Clotho_BLEU1,0.4497498463969104,False
19000,eval_clotho,Clotho_BLEU4,0.07846737208001314,False
19000,eval_source_emotion,DailyTalk_F1,0.38399705191306793,False
19000,eval_source_emotion,DailyTalk_acc,0.8166666666666667,False
19000,eval_esc50,ESC50_acc,0.813,False
19000,eval_source_emotion,EmoV_F1,0.6834762378238782,False
19000,eval_source_emotion,EmoV_acc,0.7446927374301676,False
19000,eval_fsd50k,FSD50K_F1ma,0.2748099366947572,False
19000,eval_fsd50k,FSD50K_F1mi,0.40351676978183004,False
19000,eval_fsd50k,FSD50K_Jacc,0.33745715031889006,False
19000,eval_fsd50k_map_seq,FSD50K_mAPma,0.27397593545522864,False
19000,eval_fsd50k_map_seq,FSD50K_mAPmi,0.3118177744334433,False
19000,eval_listen,LISTEN_F1,0.12965163845847164,False
19000,eval_listen,LISTEN_acc,0.21846504559270516,False
19000,eval_listen_official,LISTENo_F1mean,0.1369055913613142,False
19000,eval_listen_official,LISTENo_WAmean,0.21253673986902993,False
19000,eval_source_emotion,MELD_F1,0.2316568555930886,False
19000,eval_source_emotion,MELD_acc,0.47011494252873565,False
