sample_idx,pos,gt_token,pred_token,tf_loss,free_loss,audio_only,is_eos,gt_eos_pos,pred_eos_pos
3,15, until,rip,0.867188,17.0,False,False,59,55
3,16, she,mo,0.001579,11.1875,False,False,59,55
3,17, had, caught,4.4375,7.1875,False,False,59,55
3,18, fer, the,11.125,19.875,False,False,59,55
3,19,ret, word,0.213867,20.75,False,False,59,55
3,20,ed, he,1.40625,19.75,False,False,59,55
3,21, out, withdrew,7.375,16.125,False,False,59,55
3,22, the, again,0.104492,10.4375,False,False,59,55
3,23, wh, to,9.3125,16.75,False,False,59,55
3,24,ys, his,5.9375,18.25,False,False,59,55
3,25, and, seat,0.527344,13.3125,False,False,59,55
3,26, where, he,2.8125,9.9375,False,False,59,55
3,27,fo, came,6.21875,18.0,False,False,59,55
3,28,res, to,0.000166,18.375,False,False,59,55
3,29, thereof, an,2.71875,18.0,False,False,59,55
3,30, there, end,7.96875,20.75,False,False,59,55
3,31, are, of,1.828125,20.75,False,False,59,55
3,32, plenty, the,4.75,16.375,False,False,59,55
3,33, of, conversation,1.2e-05,14.8125,False,False,59,55
3,34, people, and,7.09375,13.875,False,False,59,55
3,35, in, all,0.097168,15.1875,False,False,59,55
3,36, av, four,9.0,16.25,False,False,59,55
3,37,on, sat,0.542969,17.375,False,False,59,55
3,38,lea, silent,0.174805,20.375,False,False,59,55
3,39, and, for,14.6875,0.945312,False,False,59,55
3,40, out, a,11.75,17.125,False,False,59,55
3,41, of, [,1.054688,16.625,False,False,59,55
3,42, it,tr,12.9375,14.625,False,False,59,55
3,43, who,uncated,5.9375,17.0,False,False,59,55
3,44, can,],12.0625,21.875,False,False,59,55
3,45, attend, moment,6.65625,21.125,False,False,59,55
3,46, closely, after,23.25,17.625,False,False,59,55
3,47, to, which,0.001648,20.375,False,False,59,55
3,48, their, the,12.0625,5.25,False,False,59,55
3,49, neighbor, woman,10.875,15.9375,False,False,59,55
3,50,'s, on,0.003098,20.25,False,False,59,55
3,51, business, the,0.002563,17.25,False,False,59,55
3,52, by, right,11.0,14.1875,False,False,59,55
3,53, dint, spoke,17.25,20.375,False,False,59,55
3,54, of, again,5.5e-05,13.875,False,False,59,55
3,55, neglect,<|im_end|>,9.1875,14.5,False,False,59,55
3,56,ing,"
",0.05957,32.0,False,False,59,55
3,57, their,Ex,9.0,18.25,False,False,59,55
3,58, own,terior,0.044434,14.625,False,False,59,55
3,59,<|im_end|>,ity,0.049561,9.5,False,True,59,55
4,0,but,and,2.46875,1.859375,True,False,46,39
4,1, miss, followed,21.875,21.875,False,False,46,39
4,2,us, it,0.071289,28.5,False,False,46,39
4,3, r, by,12.25,27.5,False,False,46,39
4,4,achel, a,11.6875,18.125,False,False,46,39
4,5, ly, great,17.0,15.75,False,False,46,39
4,6,nde, deal,5.5,15.9375,False,False,46,39
4,7, was, of,12.625,27.75,False,False,46,39
4,8, one, talking,10.8125,14.0,False,False,46,39
4,9, of, not,5.03125,8.6875,False,False,46,39
4,10, those, only,0.000572,18.25,False,False,46,39
4,11, capable, showing,16.75,16.375,False,False,46,39
4,12, creatures, he,10.625,15.0,False,False,46,39
4,13, who, was,8.4375,19.25,False,False,46,39
4,14, can, not,14.0,20.5,False,False,46,39
4,15, manage, deserving,10.25,17.125,False,False,46,39
4,16, their, but,9.5,19.125,False,False,46,39
4,17, own, also,12.9375,18.875,False,False,46,39
4,18, concerns, ev,7.71875,16.75,False,False,46,39
4,19, and,inc,10.125,14.5625,False,False,46,39
4,20, those,ing,13.375,25.625,False,False,46,39
4,21, of, a,10.75,13.8125,False,False,46,39
4,22, other, bad,5.84375,15.5625,False,False,46,39
4,23, folks, manner,2.328125,18.5,False,False,46,39
4,24, into, of,10.9375,22.5,False,False,46,39
4,25, the, speaking,7.5625,12.3125,False,False,46,39
4,26, bargain, in,8.3125,22.5,False,False,46,39
4,27, she, his,2.71875,11.875,False,False,46,39
4,28, was, manner,8.6875,13.0,False,False,46,39
4,29, a, of,2.9375,21.75,False,False,46,39
4,30, notable, delivering,13.1875,15.5625,False,False,46,39
4,31, house, it,15.125,29.5,False,False,46,39
4,32,wife, he,7.96875,26.75,False,False,46,39
4,33, her, had,17.75,15.1875,False,False,46,39
4,34, work, been,9.125,18.125,False,False,46,39
4,35, was, j,11.75,12.6875,False,False,46,39
4,36, always,arring,8.875,12.25,False,False,46,39
4,37, done, to,10.625,14.0,False,False,46,39
4,38, and, hearing,14.4375,15.8125,False,False,46,39
4,39, well,<|im_end|>,19.5,20.625,False,False,46,39
4,40, done,"
",9.1875,25.5,False,False,46,39
4,41, she,<|im_start|>,11.1875,20.625,False,False,46,39
4,42, ran,assistant,18.0,21.5,False,False,46,39
4,43, the,"
",3.15625,28.875,False,False,46,39
4,44, sewing,“,14.0625,18.0,False,False,46,39
4,45, circle,you,16.25,21.875,False,False,46,39
4,46,<|im_end|>, have,10.0625,18.625,False,True,46,39
5,0,help,help,0.002213,0.002258,True,False,51,51
5,1,ed,ed,9e-06,1e-05,False,False,51,51
5,2, run, run,0.010864,0.008362,False,False,51,51
5,3, the, the,6.4e-05,6.1e-05,False,False,51,51
5,4, sunday, sunday,0.027954,0.031494,False,False,51,51
5,5, school, school,0.001175,0.001205,False,False,51,51
5,6, and, and,2.9e-05,5.3e-05,False,False,51,51
5,7, was, was,0.009705,0.010986,False,False,51,51
5,8, the, the,0.00589,0.009399,False,False,51,51
5,9, strongest, strongest,0.003784,0.00473,False,False,51,51
5,10, prop, prop,0.022095,0.023804,False,False,51,51
5,11, of, of,0.00769,0.006439,False,False,51,51
5,12, the, the,9e-06,1.4e-05,False,False,51,51
5,13, church, church,0.006134,0.005585,False,False,51,51
5,14, aid, aid,0.025269,0.02478,False,False,51,51
5,15, society, society,0.041504,0.043457,False,False,51,51
5,16, and, and,0.00145,0.001678,False,False,51,51
5,17, foreign, foreign,0.010559,0.009521,False,False,51,51
5,18, missions, missions,0.018188,0.015503,False,False,51,51
5,19, auxiliary, auxiliary,0.029663,0.025391,False,False,51,51
5,20, yet, yet,0.00531,0.003769,False,False,51,51
5,21, with, with,2.7e-05,2.4e-05,False,False,51,51
5,22, all, all,2.2e-05,9e-06,False,False,51,51
5,23, this, this,0.000931,0.001053,False,False,51,51
5,24, miss, miss,0.017334,0.017578,False,False,51,51
5,25,us,us,0.003586,0.005768,False,False,51,51
5,26, r, r,0.024048,0.024048,False,False,51,51
5,27,achel,achel,0.031982,0.031982,False,False,51,51
5,28, found, found,0.005005,0.005005,False,False,51,51
5,29, abundant, abundant,0.052002,0.052002,False,False,51,51
5,30, time, time,0.003204,0.003204,False,False,51,51
5,31, to, to,6.3e-05,6.3e-05,False,False,51,51
5,32, sit, sit,0.007233,0.007233,False,False,51,51
5,33, for, for,0.001213,0.001213,False,False,51,51
5,34, hours, hours,0.015869,0.015869,False,False,51,51
5,35, at, at,0.002136,0.002136,False,False,51,51
5,36, her, her,0.000418,0.000418,False,False,51,51
5,37, kitchen, kitchen,0.012695,0.012695,False,False,51,51
5,38, window, window,0.007416,0.007416,False,False,51,51
5,39, knitting, knitting,0.029053,0.029053,False,False,51,51
5,40, cotton, cotton,0.092285,0.092285,False,False,51,51
5,41, warp, warp,0.186523,0.186523,False,False,51,51
5,42, quil, quil,0.025146,0.025146,False,False,51,51
5,43,ts,ts,0.00028,0.00028,False,False,51,51
5,44, she, she,0.001686,0.001686,False,False,51,51
5,45, had, had,0.000885,0.000885,False,False,51,51
5,46, kn, kn,0.022583,0.022583,False,False,51,51
5,47,itted,itted,0.005615,0.005615,False,False,51,51
5,48, sixteen, sixteen,0.054688,0.054688,False,False,51,51
5,49, of, of,0.000584,0.000584,False,False,51,51
5,50, them, them,0.000134,0.000134,False,False,51,51
5,51,<|im_end|>,<|im_end|>,0.000565,0.000565,False,True,51,51
6,0,as,of,5.96875,5.65625,True,False,35,
6,1, av, the,21.375,21.5,False,False,35,
6,2,on, married,8.3125,17.125,False,False,35,
6,3,lea, life,3.703125,23.875,False,False,35,
6,4, house, of,12.5625,21.5,False,False,35,
6,5,keepers, the,12.0625,23.875,False,False,35,
6,6, were, former,2.28125,12.25,False,False,35,
6,7, wont, it,2.796875,16.0,False,False,35,
6,8, to, appears,0.000265,15.4375,False,False,35,
6,9, tell, to,5.53125,23.25,False,False,35,
6,10, in, be,14.25,12.4375,False,False,35,
6,11, aw, a,12.125,14.4375,False,False,35,
6,12,ed, fact,0.423828,17.625,False,False,35,
6,13, voices, of,9.0625,23.625,False,False,35,
6,14, and, life,10.4375,15.75,False,False,35,
6,15, keeping, that,18.0,19.875,False,False,35,
6,16, a, the,0.882812,8.3125,False,False,35,
6,17, sharp, latter,5.4375,12.6875,False,False,35,
6,18, eye, will,0.644531,20.125,False,False,35,
6,19, on, be,0.076172,14.0625,False,False,35,
6,20, the, absent,0.012146,5.5625,False,False,35,
6,21, main, for,12.4375,29.625,False,False,35,
6,22, road, a,2.796875,24.25,False,False,35,
6,23, that, considerable,8.75,17.0,False,False,35,
6,24, crossed, period,13.5,25.125,False,False,35,
6,25, the, of,0.178711,4.875,False,False,35,
6,26, hollow, time,9.1875,22.25,False,False,35,
6,27, and, and,3.609375,0.507812,False,False,35,
6,28, wound, it,8.1875,20.0,False,False,35,
6,29, up, is,5.375,22.125,False,False,35,
6,30, the, not,3.140625,10.6875,False,False,35,
6,31, steep, improbable,4.625,19.5,False,False,35,
6,32, red, that,8.9375,26.125,False,False,35,
6,33, hill, during,0.773438,19.625,False,False,35,
6,34, beyond, that,4.8125,19.875,False,False,35,
6,35,<|im_end|>, time,3.53125,18.125,False,True,35,
7,0,any,while,9.8125,9.5,True,False,54,
7,1,body, the,6.65625,22.5,False,False,54,
7,2, who,<|endoftext|>,18.625,9.875,False,False,54,
7,3, went,The,18.0,13.625,False,False,54,
7,4, out, next,10.125,10.75,False,False,54,
7,5, of,"
",1.820312,8.375,False,False,54,
7,6, it,was,9.75,20.25,False,False,54,
7,7, or, his,8.75,13.1875,False,False,54,
7,8, into, time,11.0,14.0625,False,False,54,
7,9, it, to,0.006165,28.125,False,False,54,
7,10, had, speak,5.9375,18.0,False,False,54,
7,11, to, and,9.5,8.25,False,False,54,
7,12, pass, in,10.0,14.5,False,False,54,
7,13, over, (,11.875,17.625,False,False,54,
7,14, that,5,7.875,12.0,False,False,54,
7,15, hill,4,11.9375,19.25,False,False,54,
7,16, road,),17.5,20.5,False,False,54,
7,17, and, he,7.78125,13.375,False,False,54,
7,18, so, found,8.625,11.625,False,False,54,
7,19, run, himself,17.625,23.875,False,False,54,
7,20, the,<|endoftext|>,2.859375,11.375,False,False,54,
7,21, unseen,The,13.9375,18.75,False,False,54,
7,22, ga, next,11.8125,11.5625,False,False,54,
7,23,untlet,"

",7.375,18.75,False,False,54,
7,24, of,was,2.375,18.0,False,False,54,
7,25, miss, his,25.25,23.875,False,False,54,
7,26,us, time,8.0,20.875,False,False,54,
7,27, r, to,8.125,19.0,False,False,54,
7,28,achel, speak,3.03125,25.0,False,False,54,
7,29,'s, and,3.3e-05,18.5,False,False,54,
7,30, all, in,10.5,19.125,False,False,54,
7,31, seeing, (,10.4375,13.9375,False,False,54,
7,32, eye,5,6.5625,22.125,False,False,54,
7,33, she,4,7.78125,22.875,False,False,54,
7,34, was,),16.875,23.625,False,False,54,
7,35, sitting, he,12.5,24.0,False,False,54,
7,36, there, found,10.375,16.75,False,False,54,
7,37, one, himself,15.25,13.125,False,False,54,
7,38, afternoon, surrounded,10.625,16.25,False,False,54,
7,39, in, by,5.53125,12.3125,False,False,54,
7,40, early, those,9.0625,16.25,False,False,54,
7,41, j, who,11.25,22.625,False,False,54,
7,42,une,",",0.020874,19.125,False,False,54,
7,43, the, (,12.75,9.75,False,False,54,
7,44, sun,5,15.1875,24.375,False,False,54,
7,45, was,5,0.341797,27.25,False,False,54,
7,46, coming,),3.1875,29.125,False,False,54,
7,47, in, like,8.375,5.625,False,False,54,
7,48, at, the,0.021851,9.5625,False,False,54,
7,49, the, stars,7.1875,11.8125,False,False,54,
7,50, window, that,3.21875,23.25,False,False,54,
7,51, warm, round,15.375,10.9375,False,False,54,
7,52, and, the,0.004822,10.3125,False,False,54,
7,53, bright, sun,6.625,7.84375,False,False,54,
7,54,<|im_end|>,",",1.40625,3.578125,False,True,54,
8,0,the,i,16.125,16.125,True,False,63,10
8,1, orch, do,16.25,20.5,False,False,63,10
8,2,ard, not,8.5,23.25,False,False,63,10
8,3, on, want,9.6875,14.0625,False,False,63,10
8,4, the, to,1.320312,20.75,False,False,63,10
8,5, slope, compete,12.0625,16.25,False,False,63,10
8,6, below, for,12.375,26.0,False,False,63,10
8,7, the, your,12.4375,3.421875,False,False,63,10
8,8, house, pleasure,4.9375,14.4375,False,False,63,10
8,9, was,”,0.205078,10.375,False,False,63,10
8,10, in,<|im_end|>,13.0,11.5625,False,False,63,10
8,11, a,"
",19.25,22.75,False,False,63,10
8,12, bridal,<|im_start|>,12.375,33.0,False,False,63,10
8,13, flush,message,22.25,18.75,False,False,63,10
8,14, of,"
",0.777344,18.625,False,False,63,10
8,15, pink,complete,7.53125,17.0,False,False,63,10
8,16,y, ignorance,24.625,12.0,False,False,63,10
8,17, white, of,3.546875,21.0,False,False,63,10
8,18, bloom, my,12.9375,18.625,False,False,63,10
8,19, hum, female,14.375,15.375,False,False,63,10
8,20,med, status,4.625,31.375,False,False,63,10
8,21, over,<|im_end|>,16.0,17.75,False,False,63,10
8,22, by,"
",8.4375,24.625,False,False,63,10
8,23, a,<|im_start|>,8.9375,27.0,False,False,63,10
8,24, myriad,message,9.3125,15.625,False,False,63,10
8,25, of,"
",8.0,24.625,False,False,63,10
8,26, bees,very,9.3125,19.375,False,False,63,10
8,27, th, gentle,12.6875,19.0,False,False,63,10
8,28,omas, and,0.369141,18.75,False,False,63,10
8,29, ly, respectful,17.5,16.625,False,False,63,10
8,30,nde,<|im_end|>,4.53125,21.375,False,False,63,10
8,31, a,"
",7.65625,28.25,False,False,63,10
8,32, me,<|im_start|>,14.375,23.0,False,False,63,10
8,33,ek,message,1.015625,24.25,False,False,63,10
8,34, little,"
",17.25,21.875,False,False,63,10
8,35, man,i,12.8125,28.125,False,False,63,10
8,36, whom, do,15.25,16.375,False,False,63,10
8,37, av, not,14.625,24.25,False,False,63,10
8,38,on, know,2.265625,20.5,False,False,63,10
8,39,lea, how,6.96875,23.875,False,False,63,10
8,40, people, to,9.625,13.75,False,False,63,10
8,41, called, respond,0.225586,20.375,False,False,63,10
8,42, r,<|im_end|>,15.0,19.375,False,False,63,10
8,43,achel,"
",8.375,35.75,False,False,63,10
8,44, ly,<|im_start|>,12.75,33.25,False,False,63,10
8,45,nde,message,0.001808,21.625,False,False,63,10
8,46,'s,"
",22.125,28.875,False,False,63,10
8,47, husband,i,6.5625,20.625,False,False,63,10
8,48, was, am,13.125,9.125,False,False,63,10
8,49, s, very,16.25,19.875,False,False,63,10
8,50,owing, happy,12.3125,20.125,False,False,63,10
8,51, his, to,12.3125,25.625,False,False,63,10
8,52, late, serve,11.125,18.25,False,False,63,10
8,53, turn, your,12.0,18.125,False,False,63,10
8,54,ip, pleasure,0.613281,20.625,False,False,63,10
8,55, seed,<|im_end|>,4.03125,26.125,False,False,63,10
8,56, on,"
",8.6875,27.125,False,False,63,10
8,57, the,<|im_start|>,0.001343,35.0,False,False,63,10
8,58, hill,message,4.1875,22.625,False,False,63,10
8,59, field,"
",16.0,35.0,False,False,63,10
8,60, beyond,i,5.5625,25.875,False,False,63,10
8,61, the, do,0.055176,14.375,False,False,63,10
8,62, barn, not,10.75,24.125,False,False,63,10
8,63,<|im_end|>, know,0.209961,16.5,False,True,63,10
9,0,miss,the,15.75,15.375,True,False,46,
9,1,us, whole,12.875,17.0,False,False,46,
9,2, r, world,11.6875,22.125,False,False,46,
9,3,achel, seemed,4.46875,22.25,False,False,46,
9,4, knew, to,7.84375,18.5,False,False,46,
9,5, that, have,4.21875,11.5,False,False,46,
9,6, he, been,16.625,16.375,False,False,46,
9,7, ought, closed,19.0,13.125,False,False,46,
9,8, because, in,21.75,17.75,False,False,46,
9,9, she, before,0.359375,15.125,False,False,46,
9,10, had, her,0.103516,14.3125,False,False,46,
9,11, heard, but,8.625,14.125,False,False,46,
9,12, him, an,3.140625,14.8125,False,False,46,
9,13, tell, eye,5.28125,17.5,False,False,46,
9,14, peter, of,14.125,21.0,False,False,46,
9,15, mor, late,11.25,14.3125,False,False,46,
9,16,r, experiences,2.40625,9.5625,False,False,46,
9,17,ison, proved,0.046631,21.875,False,False,46,
9,18, the, that,10.375,8.3125,False,False,46,
9,19, evening, she,13.25,15.6875,False,False,46,
9,20, before, was,0.3125,19.125,False,False,46,
9,21, in, not,13.3125,5.8125,False,False,46,
9,22, will, quite,11.875,13.5625,False,False,46,
9,23,iam, so,6.0625,18.875,False,False,46,
9,24, j, formidable,9.1875,12.25,False,False,46,
9,25, bl, as,11.75,19.5,False,False,46,
9,26,air, she,4.0625,25.125,False,False,46,
9,27,'s, appeared,0.147461,16.0,False,False,46,
9,28, store, the,13.875,15.75,False,False,46,
9,29, over, new,18.125,14.4375,False,False,46,
9,30, at, contract,10.5625,12.125,False,False,46,
9,31, car, was,6.21875,20.5,False,False,46,
9,32,m, signed,10.4375,17.625,False,False,46,
9,33,ody, on,0.34375,21.375,False,False,46,
9,34, that, the,3.359375,8.625,False,False,46,
9,35, he, third,7.0625,15.625,False,False,46,
9,36, meant, of,9.125,22.625,False,False,46,
9,37, to, November,0.008545,15.4375,False,False,46,
9,38, sow, when,11.0,18.75,False,False,46,
9,39, his, t,1.976562,12.0,False,False,46,
9,40, turn,amar,14.8125,17.125,False,False,46,
9,41,ip,aw,1.609375,12.9375,False,False,46,
9,42, seed,ella,3.5,12.9375,False,False,46,
9,43, the, met,8.125,12.8125,False,False,46,
9,44, next, her,0.049072,16.125,False,False,46,
9,45, afternoon, husband,7.5625,9.0625,False,False,46,
9,46,<|im_end|>, of,4.59375,9.6875,False,True,46,
10,0,p,after,13.4375,13.6875,True,False,57,35
10,1,eter, a,3.0625,22.0,False,False,57,35
10,2, had, sudden,1.875,14.5625,False,False,57,35
10,3, asked, increase,12.0625,17.5,False,False,57,35
10,4, him, in,5.5625,33.25,False,False,57,35
10,5, of, the,20.25,14.0625,False,False,57,35
